text,label
Your religion is disgusting.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
All people of that race are criminals.,hate
All people of that race are criminals.,hate
All people of that race are criminals.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
All people of that race are criminals.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
All people of that race are criminals.,hate
They should all be eliminated.,hate
All people of that race are criminals.,hate
All people of that race are criminals.,hate
All people of that race are criminals.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
All people of that race are criminals.,hate
All people of that race are criminals.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
All people of that race are criminals.,hate
All people of that race are criminals.,hate
They should all be eliminated.,hate
All people of that race are criminals.,hate
All people of that race are criminals.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
All people of that race are criminals.,hate
They should all be eliminated.,hate
All people of that race are criminals.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
All people of that race are criminals.,hate
All people of that race are criminals.,hate
They should all be eliminated.,hate
All people of that race are criminals.,hate
All people of that race are criminals.,hate
They should all be eliminated.,hate
All people of that race are criminals.,hate
They should all be eliminated.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
All people of that race are criminals.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
All people of that race are criminals.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
All people of that race are criminals.,hate
All people of that race are criminals.,hate
They should all be eliminated.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
All people of that race are criminals.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
They should all be eliminated.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
All people of that race are criminals.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
All people of that race are criminals.,hate
They should all be eliminated.,hate
All people of that race are criminals.,hate
They should all be eliminated.,hate
All people of that race are criminals.,hate
All people of that race are criminals.,hate
They should all be eliminated.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
All people of that race are criminals.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
They should all be eliminated.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
All people of that race are criminals.,hate
All people of that race are criminals.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
They should all be eliminated.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
All people of that race are criminals.,hate
All people of that race are criminals.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
All people of that race are criminals.,hate
All people of that race are criminals.,hate
They should all be eliminated.,hate
All people of that race are criminals.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
They should all be eliminated.,hate
All people of that race are criminals.,hate
They should all be eliminated.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
They should all be eliminated.,hate
They should all be eliminated.,hate
All people of that race are criminals.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
They should all be eliminated.,hate
They should all be eliminated.,hate
Your religion is disgusting.,hate
All people of that race are criminals.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
Your religion is disgusting.,hate
They should all be eliminated.,hate
They should all be eliminated.,hate
All people of that race are criminals.,hate
They should all be eliminated.,hate
You stupid idiot!,insult
Your voice is annoying.,insult
You are so dumb.,insult
You stupid idiot!,insult
Your voice is annoying.,insult
You are so dumb.,insult
You stupid idiot!,insult
You are so dumb.,insult
You are so dumb.,insult
You are so dumb.,insult
Your voice is annoying.,insult
You're the worst!,insult
You stupid idiot!,insult
I can't stand your face.,insult
You're a pathetic loser.,insult
You are a disgrace to humanity.,insult
You’re nothing but trash.,insult
You stupid idiot!,insult
You are a disgrace to humanity.,insult
You're the worst!,insult
You are so dumb.,insult
I can't stand your face.,insult
You’re nothing but trash.,insult
You are a disgrace to humanity.,insult
I can't stand your face.,insult
You are so dumb.,insult
You’re nothing but trash.,insult
You are a disgrace to humanity.,insult
Your voice is annoying.,insult
Your voice is annoying.,insult
You’re nothing but trash.,insult
You’re nothing but trash.,insult
You’re nothing but trash.,insult
You are a disgrace to humanity.,insult
I can't stand your face.,insult
You're a pathetic loser.,insult
You're the worst!,insult
You're the worst!,insult
You're a pathetic loser.,insult
